filename,scene_id
001073.jpg,44
001074.jpg,44
001075.jpg,44
001076.jpg,44
001077.jpg,45
001078.jpg,45
001079.jpg,45
001080.jpg,45
001081.jpg,45
001082.jpg,45
001083.jpg,45
001084.jpg,45
001085.jpg,45
001086.jpg,45
001087.jpg,45
001088.jpg,45
001089.jpg,45
001090.jpg,45
001091.jpg,45
001092.jpg,45
001093.jpg,45
001094.jpg,45
001095.jpg,45
001096.jpg,45
001097.jpg,45
001098.jpg,45
001099.jpg,45
001100.jpg,45
001101.jpg,45
001102.jpg,45
001103.jpg,45
001104.jpg,45
001105.jpg,45
001106.jpg,45
001107.jpg,45
001108.jpg,45
001109.jpg,45
001110.jpg,45
001111.jpg,45
001112.jpg,45
001113.jpg,45
001114.jpg,45
001115.jpg,45
001116.jpg,45
001117.jpg,45
001118.jpg,45
001119.jpg,45
001120.jpg,45
001121.jpg,45
001122.jpg,45
001123.jpg,45
001124.jpg,45
001125.jpg,45
001126.jpg,45
001127.jpg,46
001128.jpg,46
001129.jpg,46
001130.jpg,46
001131.jpg,46
001132.jpg,46
001133.jpg,46
001134.jpg,46
001135.jpg,46
001136.jpg,46
001137.jpg,46
001138.jpg,46
001139.jpg,46
001140.jpg,46
001141.jpg,46
001142.jpg,46
001143.jpg,46
001144.jpg,46
001145.jpg,46
001146.jpg,46
001147.jpg,46
001148.jpg,46
001149.jpg,46
001150.jpg,46
001151.jpg,46
001152.jpg,46
001153.jpg,46
001154.jpg,46
001155.jpg,46
001156.jpg,46
001157.jpg,46
001158.jpg,46
001159.jpg,46
001160.jpg,46
001161.jpg,46
001162.jpg,46
001163.jpg,46
001164.jpg,46
001165.jpg,46
001166.jpg,46
001167.jpg,46
001168.jpg,46
001169.jpg,46
001170.jpg,46
001171.jpg,46
001172.jpg,46
001173.jpg,46
001174.jpg,46
001175.jpg,46
001176.jpg,46
001177.jpg,46
001178.jpg,46
001179.jpg,47
001180.jpg,47
001181.jpg,47
001182.jpg,47
001183.jpg,47
001184.jpg,47
001185.jpg,47
001186.jpg,47
001187.jpg,47
001188.jpg,47
001189.jpg,47
001190.jpg,47
001191.jpg,47
001192.jpg,47
001193.jpg,47
001194.jpg,47
001195.jpg,47
001196.jpg,47
001197.jpg,47
001198.jpg,47
001199.jpg,47
001200.jpg,47
001201.jpg,47
001202.jpg,47
001203.jpg,47
001204.jpg,47
001205.jpg,47
001206.jpg,47
001207.jpg,47
001208.jpg,47
001209.jpg,47
001210.jpg,47
001211.jpg,47
001212.jpg,47
001213.jpg,47
001214.jpg,47
001215.jpg,47
001216.jpg,47
001217.jpg,47
001218.jpg,47
001219.jpg,47
001220.jpg,47
001221.jpg,47
001222.jpg,47
001223.jpg,47
001224.jpg,47
001225.jpg,47
001226.jpg,48
001227.jpg,48
001228.jpg,48
001229.jpg,48
001230.jpg,48
001231.jpg,48
001232.jpg,48
001233.jpg,48
001234.jpg,48
001235.jpg,48
001236.jpg,48
001237.jpg,48
001238.jpg,48
001239.jpg,48
001240.jpg,48
001241.jpg,48
001242.jpg,48
001243.jpg,48
001244.jpg,48
001245.jpg,48
001246.jpg,48
001247.jpg,48
001248.jpg,48
001249.jpg,48
001250.jpg,48
001251.jpg,48
001252.jpg,48
001253.jpg,49
001254.jpg,49
001255.jpg,49
001256.jpg,49
001257.jpg,49
001258.jpg,49
001259.jpg,49
001260.jpg,49
001261.jpg,49
001262.jpg,49
001263.jpg,49
001264.jpg,49
001265.jpg,49
001266.jpg,49
001267.jpg,49
001268.jpg,49
001269.jpg,49
001270.jpg,49
001271.jpg,49
001272.jpg,49
001273.jpg,49
001274.jpg,49
001275.jpg,49
001276.jpg,49
001277.jpg,49
001278.jpg,49
001279.jpg,49
001280.jpg,49
001281.jpg,49
001282.jpg,49
001283.jpg,49
001284.jpg,50
001285.jpg,51
001286.jpg,51
001287.jpg,51
001288.jpg,51
001289.jpg,51
001290.jpg,51
001291.jpg,51
001292.jpg,51
001293.jpg,51
001294.jpg,51
001295.jpg,51
001296.jpg,51
001297.jpg,51
001298.jpg,51
001299.jpg,51
001300.jpg,51
001301.jpg,51
001302.jpg,51
001303.jpg,51
001304.jpg,51
001305.jpg,51
001306.jpg,51
001307.jpg,51
001308.jpg,51
001309.jpg,51
001310.jpg,51
001311.jpg,51
001312.jpg,51
001313.jpg,51
001314.jpg,51
001315.jpg,51
001316.jpg,51
001317.jpg,51
001318.jpg,51
001319.jpg,51
001320.jpg,52
001321.jpg,52
001322.jpg,52
001323.jpg,52
001324.jpg,52
001325.jpg,52
001326.jpg,52
001327.jpg,52
001328.jpg,52
001329.jpg,52
001330.jpg,52
001331.jpg,52
001332.jpg,52
001333.jpg,52
001334.jpg,52
001335.jpg,52
001336.jpg,52
001337.jpg,52
001338.jpg,52
001339.jpg,52
001340.jpg,52
001341.jpg,52
001342.jpg,52
001343.jpg,52
001344.jpg,52
001345.jpg,52
001346.jpg,52
001347.jpg,52
001348.jpg,52
001349.jpg,52
001350.jpg,52
